ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
97,44,23021.40657779,0.05861547142603636,1,145,9429,3753,13037
98,50,20670.680272812322,0.08374318618354015,1,277,5560,4305,9588
99,55,24049.871298399416,0.006264299468161601,1,876,5623,2685,7432
100,48,24610.419115757544,0.03474966200068021,1,978,20218,2395,21635
101,27,27483.582732436163,0.16307944474569236,0,4,0,0,-4
102,31,22220.790106564928,0.15532066154150115,1,223,6191,2278,8246
103,39,20331.820469002392,0.36221878142127667,1,647,8378,3069,10800
104,52,31769.1390824903,0.12172355340808724,1,550,4775,3187,7412
105,20,22329.15323194351,0.15305430727909253,0,60,0,0,-60
106,58,27245.68580347396,0.09013945968986532,1,289,5301,5303,10315
107,50,21561.238015063915,0.12860256723509508,1,388,5457,2245,7314
108,32,27610.91386348246,0.001367764431592886,1,171,5554,2654,8037
109,23,20471.15703854112,0.04252736910690903,0,1,0,0,-1
110,69,21694.104679852255,0.021348392436438126,1,676,27158,2353,28835
111,33,33481.858750790285,0.045002068305413596,1,732,5184,3019,7471
112,20,23580.620381548237,0.014746888035194085,1,155,9670,2920,12435
113,23,27423.073731216875,0.0017425169117698096,0,23,0,0,-23
114,21,29997.381586015792,0.16758109356899092,1,207,5116,3554,8463
115,70,23428.16498211322,0.1128034483855983,1,409,4951,4023,8565
116,21,21736.786735496647,0.14790295107451357,1,340,4897,2402,6959
117,69,22708.295506760573,0.37722567577773214,1,187,5638,2332,7783
118,31,20020.76640122116,0.005525402591743878,1,1108,7267,3341,9500
119,60,22180.743074645798,0.1665932152588582,1,990,6766,3440,9216
120,41,22035.4492062018,0.1322411528682524,1,2107,6088,2567,6548
121,38,32836.06200644098,0.30039387624631186,1,228,4880,6635,11287
122,21,35307.32422812761,0.14741752822787166,0,23,0,0,-23
123,57,22750.650181267996,0.1072182739478144,0,19,0,0,-19
124,41,72655.72733084662,0.2529363736338172,0,6,0,0,-6
125,75,34394.318159425835,0.21988996151319226,1,130,7078,2322,9270
126,65,32003.7909991025,0.06620796177476954,1,178,4842,2883,7547
127,44,28525.14102271799,0.015435262940235655,0,96,0,0,-96
128,26,20396.539889247935,0.2587427244621723,1,116,4722,2293,6899
129,22,22199.291047107887,0.039989030523919035,1,267,6776,4848,11357
130,73,47811.951553107,0.10303756955944518,1,36,9431,2705,12100
131,48,26871.94168734391,0.24323331777533458,1,288,7897,3599,11208
132,29,25991.782617430297,0.15025402906125906,0,62,0,0,-62
133,24,20319.75838758309,0.14539783192005754,0,35,0,0,-35
134,18,20748.164653922537,0.06559304028401898,1,664,7650,2789,9775
135,18,33550.769349705384,0.12978746534805932,1,51,4876,6200,11025
136,70,21622.747824121925,0.0636780652548721,1,470,7863,2472,9865
137,20,20319.288918301543,0.06127153260090282,1,518,10445,6088,16015
138,34,20451.587131327153,0.07433883662522654,1,2338,10728,2873,11263
139,35,30288.043888744218,0.23983356240566983,1,595,4770,3818,7993
140,20,21810.71777930625,0.031626144997055856,0,39,0,0,-39
141,23,33632.6404579564,0.0024464140246206224,1,468,6076,3730,9338
142,19,23937.920366014187,0.08521140138271391,0,105,0,0,-105
143,42,24781.99327227753,0.027822705050215123,1,422,5049,5118,9745
144,29,66226.60141380376,0.08714493284804395,1,328,8053,3943,11668
145,22,20171.19631708578,0.0941798970675377,0,97,0,0,-97
146,18,21671.43000783561,0.08314740160999204,0,19,0,0,-19
147,22,26801.872334336622,0.048939303085313295,1,188,5065,2631,7508
148,62,20608.49269852141,0.264534087497249,1,3936,7142,2639,5845
149,53,29493.12636351363,0.16859469263233642,1,945,13359,2491,14905
150,59,30076.73667106154,0.35557260455686573,0,28,0,0,-28
151,48,37264.137115464,0.067852130356239,1,314,18085,3283,21054
152,24,25710.48977730875,0.031057753271853644,1,1038,6612,2255,7829
153,41,22526.5453186343,0.1392036328589752,0,1,0,0,-1
154,54,25244.762974934485,0.020678088557257685,1,313,5724,2779,8190
155,37,32441.596685268363,0.4336670733203057,1,127,6519,2673,9065
156,72,31698.735302278914,0.02573691999143168,1,309,6072,3958,9721
157,40,27394.48858104271,0.013973751699362366,1,2178,4765,3434,6021
158,45,36090.585857842896,0.09961649733487267,1,221,12539,3094,15412
159,50,43993.016463676555,0.1179730632308798,1,193,7752,2471,10030
160,29,25209.0519049526,0.012322422887833261,1,1148,10903,6448,16203
161,32,33501.668958198265,0.015995365992598223,0,6,0,0,-6
162,51,37992.15910101231,0.07714866043337437,1,141,5553,4074,9486
163,50,46956.802545741644,0.10245156957644865,1,205,6301,2317,8413
164,30,68732.30528685711,0.01619140558480395,1,116,5124,2577,7585
165,19,20077.097588671437,0.26162097046816046,0,240,0,0,-240
166,19,20990.667517224454,0.11719145998450531,1,583,5866,3496,8779
167,29,31053.902792714118,0.09592668486762816,0,44,0,0,-44
168,58,24432.24972639364,0.020611949853806932,0,145,0,0,-145
169,63,44584.294436183074,0.13639148266506387,1,735,28915,2683,30863
170,34,25136.09095789396,0.08914485932606823,1,739,17570,2781,19612
171,28,29539.909639097998,0.0022133993133108144,1,330,17540,2641,19851
172,34,39364.90672820432,0.05768390030199987,0,155,0,0,-155
173,57,28076.55917628873,0.07365954121662896,1,218,4776,2930,7488
174,46,75540.9861822981,0.15870705984751796,1,408,28200,2611,30403
175,35,20963.87241918237,0.0375725023136091,1,1359,6830,2283,7754
176,25,41137.75668039534,0.12150875361908203,0,51,0,0,-51
177,67,23440.20718549336,0.033288381298388625,1,513,8676,2491,10654
178,37,22822.83720861352,0.08260302989735262,1,1204,8036,3731,10563
179,40,28280.219489673156,0.07697036708330102,1,249,5262,2256,7269
180,29,28071.774667125108,0.21612161703379124,1,260,5809,2879,8428
181,74,25406.515072207407,0.06581530743187501,1,161,6115,2453,8407
182,19,23776.022228685262,0.04973150637608521,1,692,17825,2531,19664
183,66,24450.383106442256,0.08532716609205179,1,552,5070,2237,6755
184,28,29115.069245208513,0.46292517755916035,0,42,0,0,-42
185,49,25477.412274649032,0.05543950095074451,1,663,4987,2543,6867
186,49,22069.57331008612,0.29917717724692566,0,29,0,0,-29
187,32,25020.158764478445,0.03016522493581593,0,94,0,0,-94
188,68,37194.82513907299,0.42612414790203557,0,58,0,0,-58
189,30,21612.998855686048,0.1473383224731027,1,468,5978,2928,8438
190,45,31974.99400242666,0.09372512341217999,0,24,0,0,-24
191,45,27956.75746101459,0.1175995923356088,1,246,15945,3329,19028
192,26,27114.02539821068,0.2715362019342154,1,246,5005,6618,11377
193,18,21015.81942735398,0.01945897329335575,0,13,0,0,-13
194,58,23691.24194040266,0.5542162196081272,0,19,0,0,-19
195,26,25230.061235425997,0.3608230785741942,0,67,0,0,-67
196,27,27218.57034246113,0.04717188464411328,0,3,0,0,-3
197,74,28832.375169686,0.038023460616205,1,229,6273,2294,8338
198,21,27247.148956391735,0.030887332768249103,1,1076,11875,3236,14035
199,43,20702.762558257702,0.2185228641495815,0,103,0,0,-103
200,62,23991.96806936522,0.05405425752148321,1,420,4909,2826,7315
201,20,21599.187649539956,0.003983250495647129,0,62,0,0,-62
202,22,20739.08388960918,0.009618345240848727,1,470,24872,2240,26642
203,75,20729.310069715746,0.136997050602855,0,150,0,0,-150
204,24,25236.6198311119,0.03763741645625587,1,634,4766,2347,6479
205,51,24062.360860451525,0.06077842138799234,1,243,5590,2796,8143
206,20,24988.963844366077,0.3406801201465611,0,11,0,0,-11
207,70,27998.067071261838,0.39368156251763775,0,11,0,0,-11
208,38,27884.260117624628,0.03145004001860336,1,508,6394,2737,8623
209,48,20378.981549373122,0.3475754238173689,0,19,0,0,-19
210,61,28941.173243133686,0.30311717496176693,0,13,0,0,-13
211,39,40337.710244405906,0.27278336150190313,0,74,0,0,-74
212,38,35559.76457951553,0.2657513723329007,0,40,0,0,-40
213,47,47474.75287271944,0.23257177739975224,1,242,5712,3203,8673
214,74,27642.685305710173,0.14811418326434428,0,19,0,0,-19
215,53,24042.446849449912,0.05991148920839646,1,1121,9403,2289,10571
216,18,21293.8249216381,0.05927985462102378,1,5371,7832,5695,8156
217,27,20761.809004841904,0.09017844275976844,1,208,20859,2735,23386
218,19,28960.73276750107,0.06797185969436671,1,623,6102,2569,8048
219,20,20518.22239881776,0.1704490337801748,1,846,4767,2710,6631
220,45,26199.387564985824,0.09547096382478445,1,600,5116,3168,7684
221,26,41850.84569782694,0.04860007445293236,1,1015,6000,2848,7833
222,18,22480.337710152307,0.04894267142997264,1,1606,4744,3111,6249
223,28,24706.593139613797,0.14370094699653232,1,392,6672,6949,13229
224,34,22532.80693452723,0.039542853672098595,1,339,6297,14681,20639
225,32,36801.419553825246,0.16127239341838853,1,1097,9925,4187,13015
226,23,22359.590947366472,0.23365886596329397,0,66,0,0,-66
227,52,25251.633813997993,0.16941478350354652,0,32,0,0,-32
228,18,25141.003121246373,0.25366217252912804,0,1,0,0,-1
229,74,21581.913509214948,0.1440806176489771,1,54,7410,2584,9940
230,28,22895.331042997426,0.25741523688791307,1,285,6200,3046,8961
231,74,24618.820794427793,0.24700425195353226,1,2454,6539,2713,6798
232,19,26722.7445820405,0.13098755794728695,1,901,6833,5540,11472
233,37,20751.691413750566,0.009910866572205867,1,324,7559,5806,13041
234,49,21353.98622211301,0.03258535789132776,1,514,6097,2597,8180
235,21,48615.53896630011,0.25663472868305326,1,514,5732,2907,8125
236,20,29027.673156988953,0.268911618859288,1,270,17543,2502,19775
237,47,41011.62195441566,0.04012846528683167,1,255,5460,3904,9109
238,55,24494.469749220196,0.10829098700726185,0,56,0,0,-56
239,41,22162.390251931705,0.023350758542697157,1,1496,12280,4876,15660
240,19,42535.66901409232,0.14148256597932787,1,251,5845,3343,8937
241,51,25201.646645012715,0.2088572847645075,1,461,9144,3338,12021
242,51,33730.16190168617,0.19570809535272063,1,351,10609,3785,14043
243,59,29151.972600833094,0.009982514611024723,1,2403,4815,2430,4842
244,23,26945.22159355298,0.17093479895764055,1,613,5675,2756,7818
245,51,23499.411992986967,0.011165789564393958,1,1321,13269,5076,17024
246,30,29418.632343087014,0.05683293144163908,1,43,5523,2785,8265
247,21,22508.857651690836,0.12808146600450845,1,619,5444,4747,9572
248,57,22981.083837131526,0.08250043224139864,1,372,48977,2476,51081
249,22,43646.748550015116,0.28011253006604253,1,333,6732,3389,9788
250,46,35653.345408707355,0.38446704279152455,1,595,7131,2440,8976
251,26,23049.298694697736,0.018412806346014037,1,648,12239,3645,15236
252,30,35134.76406760536,0.06943202751566974,1,69,5692,2619,8242
253,47,39585.4468387571,0.20574202836533825,1,1002,16424,3316,18738
254,64,35142.89736308753,0.05782006049635804,1,644,4802,2336,6494
255,20,51488.55661851518,0.029242360737759734,0,68,0,0,-68
256,22,20278.726116306534,0.08519555811309923,0,43,0,0,-43
257,29,24625.901077673883,0.2727088733458952,1,65,12951,3059,15945
258,35,36672.73591554783,0.06557537076157234,1,156,11397,2877,14118
259,30,25306.452982216764,0.027665011394593098,1,534,11423,7953,18842
260,44,20478.882337985804,0.10602285335348459,1,609,6006,2313,7710
261,20,33352.56039646073,0.14284054387071202,1,879,6763,2532,8416
262,31,37650.88837605891,0.06955415586070336,1,346,8628,2727,11009
263,26,24251.2353652462,0.023738923514409115,1,1533,11099,3483,13049
264,67,24289.685547540197,0.0005246844790624445,1,283,8299,3341,11357
265,52,281379.7851802356,0.07296269065401742,1,973,7326,2323,8676
266,43,108770.71946801891,0.33704550586829696,1,282,8827,2345,10890
267,43,20258.077321143108,0.20072991670318366,1,934,10157,3330,12553
268,64,51356.90081069743,0.3336172011297937,0,16,0,0,-16
269,36,26476.68134478605,0.3293133543424268,1,757,31101,2338,32682
270,32,21225.704275463002,0.3430510048372559,1,1316,14347,2761,15792
271,19,23150.45785029516,0.02861554556276377,1,173,8575,2446,10848
272,26,26616.642736256345,0.2309706775412181,0,5,0,0,-5
273,54,28541.229185370747,0.16327196975338645,1,2002,5812,2655,6465
274,68,325031.3393366839,0.1842769681676768,1,1022,5004,2357,6339
275,18,21630.72327549022,0.11596830044657234,1,371,4764,2357,6750
276,50,36370.89902478669,0.15424911548368114,0,4,0,0,-4
277,66,47155.3032170882,0.40106308372952293,1,43,22189,4871,27017
278,64,21777.276318314973,0.03957566078697559,1,440,8134,2619,10313
279,22,20273.129600135424,0.05019126609794216,0,62,0,0,-62
280,51,22400.493207191685,0.3961371470217634,0,220,0,0,-220
281,49,25825.007072316257,0.004796976513745966,1,265,4877,2735,7347
282,72,34667.47921637164,0.029387970410355534,1,567,15061,3508,18002
283,61,29210.517462015283,0.09072011147372246,1,24,8090,2766,10832
284,67,25514.983514808977,0.2390073736429608,0,3,0,0,-3
285,71,24009.905485755386,0.2467431741974299,1,384,5777,2689,8082
286,32,24829.793581905466,0.2212756845489632,0,227,0,0,-227
287,41,21595.824901275748,0.20456790182448195,1,569,13692,2409,15532
288,29,34798.483563177586,0.27745021717981444,1,133,6710,2307,8884
289,35,21081.58088536762,0.050164741881558624,0,112,0,0,-112
290,40,22183.4356898456,0.17085523431728863,1,298,6175,3102,8979
291,55,22744.924156443416,0.0800912741477825,0,108,0,0,-108
292,57,21317.874150599895,0.4848428113337071,0,27,0,0,-27
293,31,24083.426182878065,0.016271574808901533,1,310,5848,4752,10290
294,51,29226.615287555545,0.01750125182503399,1,1052,5615,4321,8884
295,26,30974.184443432463,0.28119035004850057,0,169,0,0,-169
296,21,54546.448713419566,0.052416652237641484,0,20,0,0,-20
297,40,28544.002001841698,0.01833196137773126,1,165,17820,3446,21101
298,18,34015.89638428942,0.20284704927048675,1,845,6272,2718,8145
299,28,20659.4728478061,0.08514984883053034,0,63,0,0,-63
300,51,24879.14300426785,0.051001886014919055,1,694,10351,3083,12740
301,47,30789.298455384705,0.04971185588369354,1,35,17902,2545,20412
302,31,29751.190445088945,0.04444753575758364,0,45,0,0,-45
303,33,21836.60767175072,0.07923523041710233,1,310,4996,2432,7118
304,66,24562.797548574013,0.047921194300502803,1,755,6088,2378,7711
305,27,24697.19830482989,0.0585843574068137,1,170,10253,4296,14379
306,41,20914.642598668266,0.019038893282478844,1,53,4965,6450,11362
307,20,21335.92642442019,0.3119904715880149,0,6,0,0,-6
308,19,28331.44021711501,0.005135009333319258,1,684,9400,2413,11129
309,44,21921.864417501263,0.021294033061859084,1,1636,5433,2923,6720
310,27,34284.063149959016,0.37582235557564037,1,1671,8189,2659,9177
311,19,30659.96370355511,0.08082516301695711,0,94,0,0,-94
312,46,25565.97060415208,0.08832884186669372,1,2090,5127,2575,5612
313,21,22471.05826780103,0.08574383961357074,1,758,6493,2834,8569
314,20,39907.24569420531,0.045209883330924745,1,616,5759,2384,7527
315,32,21347.98674192874,0.18089551725871,1,164,4931,3716,8483
316,34,27816.405323662762,0.21071329675650408,1,285,6222,2738,8675
317,42,46771.83190975372,0.014291385607588148,1,71,10269,2238,12436
318,27,35954.80631156574,0.06573597392351573,0,164,0,0,-164
319,28,22085.819047264027,0.10949303397326712,1,86,7482,4975,12371
320,35,25025.51698636846,0.131084652477359,1,275,10496,2449,12670
321,37,39357.835410736065,0.2513157235490891,1,243,5126,2326,7209
322,29,27843.47302605804,0.6067732452534405,1,27,14126,2364,16463
323,60,22140.97968806066,0.18762265688141255,0,45,0,0,-45
324,42,26830.7481698383,0.4188620183920881,0,2,0,0,-2
325,23,21697.95457195041,0.08959957477193202,1,225,5448,2232,7455
326,18,21068.973938194627,0.08576959941346228,1,119,7959,3721,11561
327,45,21317.842801083396,0.02090646184006276,1,1241,7672,2465,8896
328,27,22307.551691075212,0.21246308309894713,0,11,0,0,-11
329,59,22782.40663101157,0.06744798643251859,0,63,0,0,-63
330,32,27716.728953419384,0.13057529632523981,1,111,7910,2565,10364
331,72,23379.278236015438,0.04149556060494468,1,378,5302,2733,7657
332,26,24925.87185237407,0.0443054224363991,1,133,19944,4059,23870
333,34,20612.512792596397,0.17707996502740692,1,1006,4780,2360,6134
334,39,20198.117014645937,0.1931232769840471,0,11,0,0,-11
335,47,48783.53056995587,0.02282496519357579,1,154,6110,2462,8418
336,37,30742.31362186946,0.020700327494791157,1,1904,5383,2829,6308
337,22,34535.60491710794,0.04894976835409572,1,634,6605,2870,8841
338,18,21556.26732327295,0.0603034525440355,0,16,0,0,-16
339,20,41827.92739142541,0.06356841889733032,1,140,5824,4099,9783
340,45,20292.626173340985,0.0015588852193421316,1,80,5284,2424,7628
341,18,38417.899016518546,0.01559512708506297,0,51,0,0,-51
342,53,37030.676784642674,0.010889418988503242,0,68,0,0,-68
343,30,23261.05354453357,0.222762706825233,1,995,6089,2965,8059
344,18,28759.379320904125,0.07717806996285777,1,753,6713,5041,11001
345,39,32223.59127314109,0.23279782581589514,0,36,0,0,-36
346,70,73514.18954906102,0.037842829951213436,0,8,0,0,-8
347,63,74839.79941797013,0.011299215945792834,1,1490,9036,2390,9936
348,22,21301.51827236853,0.02647289537137456,1,626,6181,2460,8015
349,74,21566.864357231076,0.10538541776907748,1,430,11304,5262,16136
350,18,39561.095320644905,0.26248399877218626,0,19,0,0,-19
351,24,21640.56812070208,0.1883282805804497,0,0,0,0,0
352,66,24103.220449436994,0.020449431833051746,1,678,8882,5394,13598
353,29,33158.14600885905,0.09192198666160167,1,914,6746,3151,8983
354,71,46691.7036148606,0.018954944561364647,1,783,4960,2620,6797
355,58,25890.265325290235,0.12574236473687486,1,116,4844,5597,10325
356,67,21601.307521428316,0.19293249052565162,1,167,5676,2421,7930
357,19,24077.567579084895,0.2087949973853705,1,572,6014,2501,7943
358,20,20451.314499819335,0.45865701677261805,1,204,6462,2947,9205
359,23,26424.749570622538,0.0678598578006251,1,61,12239,2744,14922
360,33,22974.64418983976,0.3053352350793728,0,23,0,0,-23
361,39,23624.26943834437,0.03019737392969702,0,122,0,0,-122
362,28,20368.029877694746,0.10343984324325735,1,245,5030,2963,7748
363,45,20797.532664413866,0.05571888698546376,1,1402,5079,2585,6262
364,47,20380.49303732886,0.07042740263906896,0,64,0,0,-64
365,38,24538.698961631515,0.028742136745344208,1,569,18022,4664,22117
366,22,20284.999877580347,0.007384293026034809,1,34,5709,2345,8020
367,27,20645.893963947252,0.3003740734752322,1,564,5034,2253,6723
368,24,23642.74015967293,0.047446525216664294,1,86,6266,2388,8568
369,36,43670.50815716329,0.1130972923244387,1,77,6757,2248,8928
370,39,22282.48998458017,0.05591367088101799,1,238,5944,2940,8646
371,18,23739.569445838722,0.0463947494923764,1,1200,5545,4971,9316
372,23,23204.047281423747,0.035630016439423776,1,51,8596,9181,17726
373,40,32924.90738647325,0.034183855206298346,0,2,0,0,-2
374,29,20607.96213970549,0.26028242311102345,1,688,5469,4811,9592
375,55,29084.39284415036,0.11974282895838909,0,59,0,0,-59
376,20,21841.551455799174,0.2439964889779586,1,1393,5836,5647,10090
377,27,29213.111265821706,0.10043746866306723,0,40,0,0,-40
378,32,32202.58655844827,0.05380622737907132,1,158,8282,3060,11184
379,37,25300.20484278065,0.1414681566133244,1,189,11246,2478,13535
380,33,26064.242771421214,0.023299297848274416,1,52,5097,2425,7470
381,41,25385.423917251395,0.004490254898733704,1,80,5792,3933,9645
382,27,25939.1952463226,0.02271583965578413,1,74,8383,3561,11870
383,59,34740.67810822941,0.13775798047818258,0,20,0,0,-20
384,71,20701.67425843166,0.09101741709437271,0,66,0,0,-66
385,18,20848.174309582937,0.3031839764489574,0,6,0,0,-6
386,23,34536.866854339445,0.03772310382972776,1,472,5164,7966,12658
387,35,41552.23006149541,0.37046005439030155,1,270,7853,2729,10312
388,18,28950.8495622735,0.12442805289556744,1,145,9713,2321,11889
389,30,33597.743971179785,0.2246809458830224,0,13,0,0,-13
390,71,20518.986600469012,0.23539113351348626,1,83,6068,12962,18947
391,33,21541.487597517553,0.0855595621286475,0,137,0,0,-137
392,29,69809.5955131204,0.04041237886140448,1,37,6286,3694,9943
393,24,55385.74825441865,0.2996461645029788,1,426,6344,2619,8537
394,49,22227.497658173656,0.025310168945520236,1,147,5785,2325,7963
395,38,23635.615772326237,0.059844472610828384,1,74,6025,2521,8472
396,31,32740.22213028541,0.2627862447841412,0,17,0,0,-17
397,37,20308.10645584844,0.4016704365382458,1,309,5145,2958,7794
398,21,28492.560662642034,0.1096793751327785,0,54,0,0,-54
399,53,79089.54973838595,0.11503168908663226,1,282,4945,4369,9032
400,32,63517.10130925074,0.14872556276030877,1,365,4840,2282,6757
401,65,37648.351245381826,0.030620570407072164,1,507,8518,2452,10463
402,52,30451.674779074903,0.004018369557793027,1,1088,4726,2817,6455
403,33,22635.25358700079,0.30757597480400817,0,30,0,0,-30
404,29,24363.581359060965,0.027678225828409883,0,2,0,0,-2
405,22,30635.194206224976,0.06113634154033154,0,21,0,0,-21
406,19,23931.930691204332,0.12978982877193537,0,47,0,0,-47
407,32,25950.470070102903,0.07228090414115879,0,22,0,0,-22
408,53,21573.628957823785,0.08468216973139611,0,72,0,0,-72
409,56,22392.106850095253,0.055404467154864724,0,13,0,0,-13
410,55,22829.108663051033,0.21474514558067193,1,1174,6526,2305,7657
411,18,23470.548792334135,0.5472415834510619,0,79,0,0,-79
412,35,27107.99778764535,0.09186134733490432,0,15,0,0,-15
413,22,25362.715290487984,0.0976602796604674,1,119,5781,2265,7927
