ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
402,1,0,131,0,-131
403,0,0,43,0,-43
404,0,0,15,0,-15
405,1,1,800,1429,629
406,0,0,18,0,-18
407,0,0,42,0,-42
408,0,0,126,0,-126
409,1,1,94,1270,1176
410,1,0,33,0,-33
411,0,0,1,0,-1
412,1,0,114,0,-114
413,1,0,82,0,-82
414,1,0,21,0,-21
415,0,0,40,0,-40
416,1,0,110,0,-110
417,1,0,3,0,-3
418,1,1,453,1468,1015
419,0,0,105,0,-105
420,1,0,10,0,-10
421,1,1,48,1679,1631
422,1,1,67,1405,1338
423,0,0,25,0,-25
424,0,0,107,0,-107
425,0,0,40,0,-40
426,0,0,58,0,-58
427,0,0,16,0,-16
428,1,0,12,0,-12
429,1,0,0,0,0
430,1,1,1006,1488,482
431,1,0,6,0,-6
432,1,1,1702,1245,-457
433,1,0,57,0,-57
434,1,0,17,0,-17
435,1,0,12,0,-12
436,0,0,41,0,-41
437,1,0,12,0,-12
438,1,0,64,0,-64
439,0,0,4,0,-4
440,1,0,23,0,-23
441,1,1,415,2435,2020
442,1,1,128,1295,1167
443,1,0,117,0,-117
444,1,0,3,0,-3
445,0,0,24,0,-24
446,0,0,7,0,-7
447,1,0,54,0,-54
448,0,0,4,0,-4
449,1,0,114,0,-114
450,0,0,16,0,-16
451,0,0,83,0,-83
452,0,0,42,0,-42
453,0,0,19,0,-19
454,1,1,91,1492,1401
455,1,1,438,1248,810
456,0,0,9,0,-9
457,1,1,297,1636,1339
458,0,0,64,0,-64
459,1,1,101,2082,1981
460,0,0,140,0,-140
461,0,0,61,0,-61
462,0,0,36,0,-36
463,1,0,6,0,-6
464,0,0,59,0,-59
465,1,1,153,1478,1325
466,1,0,5,0,-5
467,1,0,50,0,-50
468,1,0,133,0,-133
469,1,0,31,0,-31
470,0,0,30,0,-30
471,1,0,1,0,-1
472,1,0,13,0,-13
473,1,1,291,1573,1282
474,1,1,814,1438,624
475,1,1,553,1814,1261
476,1,1,118,3734,3616
477,1,0,12,0,-12
478,1,0,27,0,-27
479,0,0,51,0,-51
480,0,0,30,0,-30
481,0,0,12,0,-12
482,1,0,13,0,-13
483,0,0,16,0,-16
484,0,0,11,0,-11
485,1,0,5,0,-5
486,1,1,1118,1294,176
487,1,1,885,1437,552
488,1,1,594,3058,2464
489,0,0,53,0,-53
490,1,1,822,1437,615
491,1,1,312,1995,1683
492,1,1,1353,1890,537
493,1,0,1,0,-1
494,0,0,3,0,-3
495,1,1,29,1325,1296
496,1,0,3,0,-3
497,0,0,37,0,-37
498,0,0,6,0,-6
499,1,1,203,1497,1294
500,1,0,18,0,-18
501,1,0,118,0,-118
502,0,0,3,0,-3
503,1,0,14,0,-14
504,1,0,3,0,-3
505,1,1,130,2414,2284
506,1,0,62,0,-62
507,0,0,18,0,-18
508,1,1,356,1253,897
509,1,0,44,0,-44
510,0,0,166,0,-166
511,1,0,67,0,-67
512,1,0,9,0,-9
513,0,0,26,0,-26
514,1,0,120,0,-120
515,1,0,84,0,-84
516,1,1,816,1515,699
517,0,0,38,0,-38
518,0,0,9,0,-9
519,0,0,18,0,-18
520,1,0,128,0,-128
521,0,0,8,0,-8
522,0,0,8,0,-8
523,0,0,70,0,-70
524,1,0,105,0,-105
525,1,0,17,0,-17
526,1,0,151,0,-151
527,1,1,938,2080,1142
528,1,1,1578,2387,809
529,0,0,128,0,-128
530,0,0,27,0,-27
531,1,1,1223,1886,663
532,1,1,39,1300,1261
533,0,0,16,0,-16
534,1,0,21,0,-21
535,0,0,126,0,-126
536,1,1,405,1867,1462
537,1,1,274,2000,1726
538,0,0,59,0,-59
539,0,0,52,0,-52
540,1,0,63,0,-63
541,1,1,521,1426,905
542,0,0,48,0,-48
543,0,0,37,0,-37
544,0,0,36,0,-36
545,1,0,13,0,-13
546,0,0,77,0,-77
547,0,0,76,0,-76
548,1,0,39,0,-39
549,0,0,66,0,-66
550,1,0,127,0,-127
551,1,0,38,0,-38
552,0,0,55,0,-55
553,0,0,79,0,-79
554,1,1,2055,2318,263
555,1,0,52,0,-52
556,0,0,22,0,-22
557,0,0,42,0,-42
558,1,0,99,0,-99
559,1,0,66,0,-66
560,0,0,194,0,-194
561,1,1,1049,1581,532
562,1,1,444,1352,908
563,1,0,1,0,-1
564,0,0,94,0,-94
565,0,0,11,0,-11
566,0,0,15,0,-15
567,1,1,838,1335,497
568,0,0,67,0,-67
569,1,1,298,1861,1563
570,0,0,48,0,-48
571,0,0,109,0,-109
572,0,0,33,0,-33
573,1,0,79,0,-79
574,0,0,39,0,-39
575,1,1,1094,1230,136
576,0,0,15,0,-15
577,0,0,35,0,-35
578,0,0,9,0,-9
579,1,1,100,2177,2077
580,1,1,741,1410,669
581,0,0,172,0,-172
582,0,0,283,0,-283
583,1,0,70,0,-70
584,1,1,1308,1529,221
585,0,0,180,0,-180
586,1,0,26,0,-26
587,1,0,20,0,-20
588,0,0,0,0,0
589,1,0,22,0,-22
590,1,1,577,2009,1432
591,1,1,314,1291,977
592,1,0,11,0,-11
593,1,0,30,0,-30
594,1,1,325,1725,1400
595,0,0,9,0,-9
596,1,0,14,0,-14
597,0,0,47,0,-47
598,1,1,398,3947,3549
599,0,0,0,0,0
600,0,0,47,0,-47
601,0,0,33,0,-33
602,0,0,7,0,-7
603,0,0,62,0,-62
604,1,0,4,0,-4
605,1,1,660,1217,557
606,1,0,7,0,-7
607,1,1,1139,1430,291
608,1,0,55,0,-55
609,0,0,100,0,-100
610,1,1,206,1258,1052
611,1,0,13,0,-13
612,1,0,59,0,-59
613,1,1,287,1418,1131
614,0,0,313,0,-313
615,0,0,136,0,-136
616,1,0,17,0,-17
617,0,0,102,0,-102
618,1,0,73,0,-73
619,1,1,147,1560,1413
620,0,0,16,0,-16
621,1,0,156,0,-156
622,1,1,749,1813,1064
623,1,1,35,1580,1545
624,1,0,28,0,-28
625,1,0,62,0,-62
626,0,0,18,0,-18
627,1,0,16,0,-16
628,1,0,72,0,-72
629,1,0,79,0,-79
630,0,0,5,0,-5
631,1,1,70,1643,1573
632,0,0,4,0,-4
633,1,0,17,0,-17
634,1,1,167,1855,1688
635,1,1,465,1265,800
636,1,1,658,2636,1978
637,1,0,18,0,-18
638,0,0,16,0,-16
639,1,0,41,0,-41
640,0,0,49,0,-49
641,0,0,1,0,-1
642,0,0,5,0,-5
643,0,0,46,0,-46
644,0,0,51,0,-51
645,0,0,29,0,-29
646,1,0,131,0,-131
647,1,1,1212,1453,241
648,1,1,253,1291,1038
649,1,1,38,1456,1418
650,1,0,48,0,-48
651,0,0,20,0,-20
652,1,0,230,0,-230
653,0,0,43,0,-43
654,1,0,4,0,-4
655,0,0,4,0,-4
656,0,0,43,0,-43
657,0,0,29,0,-29
658,0,0,42,0,-42
659,0,0,212,0,-212
660,1,1,215,1347,1132
661,1,1,756,1221,465
662,1,1,907,1338,431
663,1,1,614,1686,1072
664,1,1,153,1499,1346
665,0,0,57,0,-57
666,0,0,7,0,-7
667,0,0,145,0,-145
668,1,1,517,1253,736
669,1,0,87,0,-87
670,0,0,97,0,-97
671,1,1,1075,2938,1863
672,1,1,405,1640,1235
673,1,0,207,0,-207
674,0,0,37,0,-37
675,1,1,199,1425,1226
676,1,0,58,0,-58
677,0,0,1,0,-1
678,1,1,1350,1567,217
679,1,0,18,0,-18
680,1,1,852,1394,542
681,1,0,31,0,-31
682,1,0,23,0,-23
683,0,0,145,0,-145
684,1,0,12,0,-12
685,1,0,46,0,-46
686,1,1,290,2197,1907
687,0,0,39,0,-39
688,0,0,4,0,-4
689,1,1,168,2249,2081
690,0,0,21,0,-21
691,1,1,220,1537,1317
692,1,1,1813,1240,-573
693,1,0,1,0,-1
694,1,0,52,0,-52
695,1,1,213,1516,1303
696,1,0,25,0,-25
697,1,0,4,0,-4
698,0,0,19,0,-19
699,1,1,262,1288,1026
700,0,0,17,0,-17
701,0,0,104,0,-104
702,1,1,154,1696,1542
703,0,0,118,0,-118
704,0,0,73,0,-73
705,0,0,82,0,-82
706,0,0,60,0,-60
707,1,1,401,1424,1023
708,0,0,19,0,-19
709,1,1,249,1447,1198
710,1,1,1053,1607,554
711,0,0,28,0,-28
712,0,0,17,0,-17
713,0,0,14,0,-14
714,1,0,37,0,-37
715,1,0,122,0,-122
716,1,0,0,0,0
717,1,0,152,0,-152
718,0,0,70,0,-70
719,1,0,2,0,-2
720,0,0,22,0,-22
721,0,0,114,0,-114
722,0,0,20,0,-20
723,1,0,10,0,-10
724,1,1,964,1414,450
725,1,0,16,0,-16
726,1,1,2078,1730,-348
727,1,1,1213,1215,2
728,1,1,641,1214,573
729,1,1,883,1998,1115
730,0,0,46,0,-46
731,1,1,146,1447,1301
732,1,0,56,0,-56
733,1,1,1454,1817,363
734,1,1,480,1834,1354
735,1,0,89,0,-89
736,1,1,136,1462,1326
737,1,0,23,0,-23
738,0,0,8,0,-8
739,0,0,2,0,-2
740,0,0,83,0,-83
741,1,1,2157,2946,789
742,1,1,83,1555,1472
743,1,0,0,0,0
744,1,0,172,0,-172
745,0,0,38,0,-38
746,1,1,173,1266,1093
747,1,0,109,0,-109
748,1,1,513,1385,872
749,0,0,21,0,-21
750,1,0,10,0,-10
751,1,0,45,0,-45
752,0,0,31,0,-31
753,0,0,75,0,-75
754,1,1,217,1494,1277
755,1,0,39,0,-39
756,1,0,36,0,-36
757,1,0,4,0,-4
758,1,1,646,2806,2160
759,1,1,112,1213,1101
760,0,0,83,0,-83
761,1,0,25,0,-25
762,1,0,4,0,-4
763,0,0,51,0,-51
764,0,0,59,0,-59
765,1,0,32,0,-32
766,0,0,89,0,-89
767,1,1,371,1360,989
768,0,0,17,0,-17
769,0,0,30,0,-30
770,1,0,5,0,-5
771,1,1,282,1699,1417
772,0,0,13,0,-13
773,1,0,71,0,-71
774,0,0,28,0,-28
775,0,0,142,0,-142
776,0,0,27,0,-27
777,1,1,205,2088,1883
778,0,0,7,0,-7
779,1,0,96,0,-96
780,1,0,53,0,-53
781,1,0,33,0,-33
782,0,0,56,0,-56
783,1,0,204,0,-204
784,0,0,29,0,-29
785,1,1,1763,1312,-451
786,0,0,53,0,-53
787,0,0,67,0,-67
788,0,0,9,0,-9
789,1,0,204,0,-204
790,0,0,116,0,-116
791,0,0,5,0,-5
792,1,0,65,0,-65
793,0,0,39,0,-39
794,1,0,33,0,-33
795,0,0,9,0,-9
796,0,0,17,0,-17
797,0,0,114,0,-114
798,0,0,119,0,-119
799,1,0,127,0,-127
800,0,0,17,0,-17
801,1,0,8,0,-8
802,1,1,732,1473,741
803,0,0,10,0,-10
804,0,0,7,0,-7
805,1,0,5,0,-5
806,1,0,3,0,-3
807,0,0,72,0,-72
808,1,1,181,1321,1140
809,1,1,428,1282,854
810,1,0,60,0,-60
811,1,0,104,0,-104
812,1,1,343,1200,857
813,1,0,87,0,-87
814,1,0,24,0,-24
815,1,1,184,1261,1077
816,1,0,11,0,-11
817,1,0,38,0,-38
818,1,1,1111,1522,411
819,1,1,1106,1409,303
820,1,0,16,0,-16
821,1,0,32,0,-32
822,1,1,1121,1415,294
823,1,1,501,1237,736
824,0,0,6,0,-6
825,1,0,82,0,-82
826,1,0,97,0,-97
827,1,0,4,0,-4
828,0,0,51,0,-51
829,1,0,5,0,-5
830,1,1,24,1260,1236
831,0,0,66,0,-66
832,0,0,9,0,-9
833,0,0,10,0,-10
834,1,0,24,0,-24
835,1,1,267,1475,1208
836,0,0,42,0,-42
837,1,0,30,0,-30
838,1,0,8,0,-8
839,0,0,6,0,-6
840,0,0,19,0,-19
841,1,0,36,0,-36
842,0,0,2,0,-2
843,1,0,25,0,-25
844,0,0,34,0,-34
845,1,1,361,3302,2941
846,1,0,29,0,-29
847,0,0,37,0,-37
848,0,0,110,0,-110
849,1,1,322,1857,1535
850,1,1,421,1419,998
851,1,1,5284,1267,-4017
852,1,1,639,1986,1347
853,1,0,85,0,-85
854,1,1,239,1536,1297
855,1,1,121,1246,1125
856,1,0,104,0,-104
857,1,1,678,1208,530
858,1,0,9,0,-9
859,0,0,79,0,-79
860,1,1,244,1772,1528
861,1,0,26,0,-26
862,0,0,96,0,-96
863,1,1,175,1319,1144
864,1,1,463,1356,893
865,0,0,87,0,-87
866,0,0,20,0,-20
867,1,0,64,0,-64
868,0,0,32,0,-32
869,1,0,120,0,-120
870,0,0,43,0,-43
871,1,0,25,0,-25
872,1,0,7,0,-7
873,1,0,18,0,-18
874,1,0,16,0,-16
875,1,1,307,1214,907
876,1,0,24,0,-24
877,1,1,48,1422,1374
878,0,0,115,0,-115
879,1,0,91,0,-91
880,1,1,95,1211,1116
881,0,0,235,0,-235
882,0,0,44,0,-44
883,0,0,92,0,-92
884,1,0,25,0,-25
885,0,0,12,0,-12
886,1,1,3769,1291,-2478
887,1,0,25,0,-25
888,0,0,7,0,-7
889,0,0,7,0,-7
890,0,0,35,0,-35
891,1,0,2,0,-2
892,1,0,21,0,-21
893,0,0,15,0,-15
894,1,1,38,1205,1167
895,0,0,68,0,-68
896,1,1,890,1927,1037
897,0,0,5,0,-5
898,0,0,5,0,-5
899,1,0,86,0,-86
900,1,1,304,1277,973
901,0,0,5,0,-5
902,1,0,42,0,-42
903,0,0,42,0,-42
904,1,1,1476,1395,-81
905,1,0,176,0,-176
906,1,1,18,1295,1277
907,0,0,14,0,-14
908,1,1,926,1302,376
909,0,0,13,0,-13
910,1,0,180,0,-180
911,1,0,9,0,-9
912,1,0,2,0,-2
913,1,1,1189,1417,228
914,1,1,265,1312,1047
915,1,1,398,1812,1414
916,0,0,2,0,-2
917,1,0,91,0,-91
918,0,0,3,0,-3
919,1,1,153,1408,1255
920,0,0,94,0,-94
921,1,1,825,1643,818
922,1,0,35,0,-35
923,0,0,21,0,-21
924,0,0,68,0,-68
925,0,0,0,0,0
926,1,0,15,0,-15
927,0,0,24,0,-24
928,1,0,78,0,-78
929,0,0,1,0,-1
930,0,0,57,0,-57
931,0,0,1,0,-1
932,0,0,20,0,-20
933,0,0,19,0,-19
934,1,1,269,1247,978
935,1,1,676,1340,664
936,1,0,18,0,-18
937,1,1,174,1394,1220
938,0,0,27,0,-27
939,1,0,62,0,-62
940,1,1,384,1641,1257
941,1,0,13,0,-13
942,1,0,12,0,-12
943,0,0,61,0,-61
944,1,0,11,0,-11
945,1,1,130,1679,1549
946,1,0,182,0,-182
947,0,0,34,0,-34
948,0,0,1,0,-1
949,1,0,89,0,-89
950,1,0,26,0,-26
951,1,1,1020,1397,377
952,1,0,31,0,-31
953,0,0,106,0,-106
954,1,0,14,0,-14
955,0,0,6,0,-6
956,0,0,125,0,-125
957,1,0,24,0,-24
958,0,0,30,0,-30
959,0,0,58,0,-58
960,0,0,9,0,-9
961,1,1,1202,1927,725
962,1,1,40,1884,1844
963,1,0,20,0,-20
964,0,0,74,0,-74
965,1,1,137,1202,1065
966,1,0,58,0,-58
967,0,0,35,0,-35
968,1,1,322,1251,929
969,0,0,66,0,-66
970,1,1,802,1307,505
971,1,1,1321,1651,330
972,1,0,17,0,-17
973,1,1,850,1410,560
974,0,0,16,0,-16
975,1,0,62,0,-62
976,1,0,112,0,-112
977,1,0,11,0,-11
978,1,0,13,0,-13
979,1,0,26,0,-26
980,1,1,466,1504,1038
981,0,0,45,0,-45
982,1,1,317,1243,926
983,0,0,7,0,-7
984,1,1,721,1364,643
985,1,1,592,1866,1274
986,0,0,34,0,-34
987,0,0,238,0,-238
988,1,1,1107,1440,333
989,0,0,18,0,-18
990,0,0,75,0,-75
991,1,0,44,0,-44
992,0,0,15,0,-15
993,1,0,0,0,0
994,1,1,128,1269,1141
995,1,1,533,1750,1217
996,1,0,7,0,-7
997,0,0,6,0,-6
998,1,1,237,1522,1285
999,0,0,118,0,-118
1000,1,0,19,0,-19
1001,1,0,67,0,-67
1002,1,1,1034,1201,167
1003,0,0,40,0,-40
1004,1,1,392,1311,919
1005,1,0,247,0,-247
1006,1,0,167,0,-167
1007,0,0,30,0,-30
1008,1,1,286,2138,1852
1009,1,0,126,0,-126
1010,1,1,828,1330,502
1011,0,0,25,0,-25
1012,1,0,129,0,-129
1013,0,0,94,0,-94
1014,1,1,474,1463,989
1015,0,0,68,0,-68
1016,0,0,2,0,-2
1017,1,1,2522,1441,-1081
1018,0,0,41,0,-41
1019,0,0,51,0,-51
1020,0,0,4,0,-4
1021,1,1,29,1527,1498
1022,1,0,106,0,-106
1023,1,0,29,0,-29
1024,1,0,30,0,-30
1025,1,1,826,1316,490
1026,1,0,28,0,-28
1027,0,0,59,0,-59
1028,0,0,58,0,-58
1029,1,0,41,0,-41
1030,0,0,6,0,-6
1031,1,1,1128,1248,120
1032,0,0,19,0,-19
1033,0,0,5,0,-5
1034,0,0,17,0,-17
1035,1,0,43,0,-43
1036,0,0,42,0,-42
1037,1,1,613,1667,1054
1038,1,0,13,0,-13
1039,0,0,74,0,-74
1040,0,0,64,0,-64
1041,0,0,0,0,0
1042,0,0,74,0,-74
1043,1,1,122,1400,1278
1044,1,0,5,0,-5
1045,0,0,43,0,-43
1046,0,0,78,0,-78
1047,0,0,27,0,-27
1048,1,0,39,0,-39
1049,0,0,138,0,-138
